year,km_driven,fuel,transmission,owner,mileage,engine,max_power,seats,selling_price
2006,89946,CNG,Automatic,Third Owner,20,1583,42,7,10362611
2011,93918,Diesel,Manual,Second Owner,14,2193,122,7,10670920
2011,181289,CNG,Automatic,First Owner,14,2235,109,7,10511180
2014,28655,Petrol,Automatic,Second Owner,22,1570,126,7,10570834
2007,148659,CNG,Manual,Third Owner,19,2776,110,4,10725186
2016,27555,Diesel,Manual,Second Owner,17,1940,150,4,10719133
2007,33071,Petrol,Automatic,Third Owner,11,1506,147,7,10528260
2015,25239,Diesel,Manual,Third Owner,11,2098,48,7,10675323
2016,128441,Petrol,Automatic,Second Owner,17,1423,167,5,10415098
2008,102138,CNG,Automatic,Third Owner,10,1540,161,6,10486406
2020,54151,Petrol,Manual,Third Owner,18,996,86,6,10404865
2022,7203,Petrol,Manual,First Owner,11,2309,103,7,10919497
2008,149707,Petrol,Manual,Second Owner,21,1565,148,7,10407384
2010,188643,Diesel,Manual,Second Owner,14,2234,151,6,10445519
2019,137216,Petrol,Automatic,Second Owner,12,2246,86,4,10548089
2005,168771,CNG,Manual,Third Owner,14,2121,114,5,10409697
2007,96663,CNG,Manual,Third Owner,21,1810,164,5,10507063
2009,134844,CNG,Manual,Third Owner,17,887,81,7,10139316
2021,17213,Petrol,Manual,Second Owner,17,975,88,4,10468941
2018,21944,CNG,Automatic,First Owner,15,2166,69,4,10743814
2013,71723,Diesel,Manual,Second Owner,18,2120,47,4,10634106
2007,73947,CNG,Manual,Second Owner,16,2239,124,4,10676277
2017,170529,Petrol,Automatic,Second Owner,11,2642,47,7,10624569
2007,40191,CNG,Manual,First Owner,10,832,167,6,10384281
2015,77264,Petrol,Automatic,Second Owner,17,1851,50,7,10482890
2006,193996,Petrol,Automatic,First Owner,10,1008,160,5,10142586
2019,169816,CNG,Automatic,First Owner,17,2417,160,5,10594189
2017,189496,Diesel,Automatic,Second Owner,21,1047,183,7,10220113
2020,168958,Diesel,Manual,Second Owner,18,2181,110,5,10482820
2022,104846,CNG,Automatic,Second Owner,10,1589,171,6,10596026
2011,124550,Petrol,Manual,Third Owner,16,817,135,6,10146043
2017,89963,CNG,Automatic,First Owner,14,2546,140,7,10772788
2008,5972,Petrol,Automatic,Second Owner,22,1917,61,5,10689257
2013,104219,Petrol,Manual,First Owner,23,1656,52,6,10388452
2014,142693,Petrol,Manual,Third Owner,17,1840,121,6,10492785
2013,54738,Diesel,Automatic,Third Owner,13,2062,52,5,10629739
2011,193766,Diesel,Manual,Second Owner,24,2490,196,4,10586769
2019,59777,CNG,Automatic,First Owner,11,1097,165,5,10516197
2012,19530,Diesel,Manual,Third Owner,16,1886,134,7,10696069
2015,143426,Petrol,Automatic,Third Owner,22,1797,50,4,10417900
2009,51529,Petrol,Manual,First Owner,16,1299,102,7,10390071
2006,107895,CNG,Manual,Third Owner,17,1713,141,6,10506811
2014,56714,Petrol,Automatic,First Owner,23,1016,90,4,10331404
2020,129750,CNG,Automatic,Second Owner,18,1445,86,7,10363556
2017,177304,CNG,Automatic,First Owner,23,1804,43,7,10291434
2012,188151,Petrol,Manual,Second Owner,15,2109,46,7,10315235
2013,125883,Diesel,Manual,First Owner,12,2521,126,4,10732366
2015,148622,Petrol,Automatic,Third Owner,14,1767,70,7,10334944
2015,93196,Petrol,Manual,Second Owner,23,1583,157,4,10479090
2020,65385,CNG,Automatic,First Owner,23,1721,125,4,10611775
2014,69736,Diesel,Manual,Second Owner,12,2272,69,7,10686434
2016,35268,CNG,Manual,First Owner,19,2520,196,6,10913527
2010,140362,Petrol,Manual,First Owner,18,2874,82,5,10670825
2016,191106,CNG,Automatic,Second Owner,14,2315,124,5,10558120
2014,35138,CNG,Manual,Second Owner,16,1446,189,4,10663183
2022,129650,Petrol,Manual,Second Owner,19,1933,143,7,10557442
2022,18432,CNG,Manual,Third Owner,16,2256,151,5,10920717
2008,72058,Petrol,Manual,First Owner,16,2302,189,5,10825299
2013,63175,CNG,Automatic,First Owner,21,1423,194,7,10587794
2011,38329,Diesel,Manual,Second Owner,19,2436,102,5,10803384
2022,148400,Petrol,Manual,First Owner,13,2609,43,7,10629126
2012,170319,Diesel,Manual,First Owner,13,1066,129,5,10184322
2015,11677,CNG,Manual,First Owner,22,1577,161,6,10658055
2011,197882,Diesel,Automatic,Second Owner,12,1467,42,7,10115249
2013,55357,Diesel,Manual,First Owner,13,853,120,5,10328880
2012,60812,Diesel,Manual,First Owner,18,1194,122,4,10375144
2007,46616,CNG,Manual,Third Owner,14,1311,121,7,10426251
2021,197356,Petrol,Manual,Third Owner,23,1600,195,5,10348461
2006,185813,CNG,Automatic,Second Owner,15,1124,156,6,10191847
2019,189550,CNG,Manual,First Owner,13,895,182,5,10198290
2018,190128,CNG,Manual,First Owner,22,2826,90,4,10614450
2022,50534,Petrol,Automatic,Third Owner,10,973,193,7,10469638
2020,69162,CNG,Manual,Second Owner,22,1143,74,6,10339085
2008,49711,CNG,Automatic,Second Owner,16,854,165,5,10314830
2010,158877,Petrol,Manual,First Owner,22,2570,119,4,10612714
2010,100980,Petrol,Manual,Third Owner,16,1509,54,4,10347135
2015,25143,Petrol,Manual,Third Owner,15,2440,172,4,10919268
2021,113380,Diesel,Manual,Third Owner,13,2614,63,5,10744149
2007,198545,Petrol,Manual,First Owner,19,2513,41,6,10415407
2017,152089,Diesel,Manual,First Owner,22,1019,84,5,10123590
2007,199274,Diesel,Manual,First Owner,17,1227,134,6,10132131
2020,46423,CNG,Manual,Third Owner,21,940,133,7,10372699
2019,46713,Diesel,Manual,Second Owner,23,2767,162,6,11032826
2015,79310,CNG,Manual,First Owner,17,2992,76,4,10851458
2022,7205,Diesel,Manual,First Owner,10,957,157,4,10559289
2019,58266,Petrol,Manual,Second Owner,24,904,124,4,10380759
2009,148414,CNG,Automatic,Second Owner,18,2749,179,5,10724760
2020,199262,Diesel,Manual,Third Owner,17,1088,161,7,10190822
2020,86863,CNG,Automatic,First Owner,11,1431,189,6,10534579
2021,157272,Petrol,Automatic,Third Owner,18,2008,156,4,10594935
2013,143260,Diesel,Manual,First Owner,13,2040,111,7,10493473
2007,131233,Diesel,Automatic,Third Owner,19,1854,194,7,10538048
2017,7808,Petrol,Manual,Third Owner,24,1078,139,5,10486095
2007,18851,Diesel,Manual,Second Owner,23,1024,46,6,10380560
2011,135982,Diesel,Automatic,First Owner,21,2706,42,7,10676532
2010,151130,CNG,Automatic,Second Owner,15,2510,43,6,10541062
2013,19620,Diesel,Automatic,Second Owner,23,883,47,5,10387396
2016,188827,Petrol,Manual,Second Owner,11,2391,84,6,10467338
2019,67995,Diesel,Automatic,First Owner,19,2939,187,5,11011718
2007,41681,CNG,Automatic,Third Owner,13,807,172,4,10350329
2014,69509,Diesel,Automatic,Third Owner,11,2454,108,6,10803111
2005,72703,CNG,Manual,First Owner,21,1278,74,5,10339371
2017,47136,Diesel,Manual,First Owner,18,907,182,7,10471695
2016,98699,CNG,Automatic,Third Owner,24,2094,56,4,10536714
2005,93456,CNG,Automatic,Third Owner,18,2814,115,7,10804530
2020,88086,Diesel,Automatic,Second Owner,24,2427,161,4,10852728
2019,172415,Petrol,Automatic,Third Owner,14,1428,118,4,10338197
2020,122529,Petrol,Automatic,Second Owner,12,2210,130,6,10659983
2015,23254,Diesel,Automatic,Third Owner,12,2042,153,7,10802470
2010,66273,Diesel,Automatic,Third Owner,10,2288,61,7,10674682
2015,195683,Diesel,Manual,Third Owner,22,1972,176,4,10427447
2007,122574,Diesel,Automatic,Second Owner,17,2180,86,4,10540043
2019,119847,Diesel,Automatic,Second Owner,12,2901,42,4,10757216
2005,110547,Petrol,Manual,Third Owner,21,1962,70,5,10490560
2011,196074,CNG,Automatic,Second Owner,13,2493,52,6,10459992
2005,17926,CNG,Manual,Second Owner,11,2681,41,4,10839242
2021,94527,Petrol,Automatic,Second Owner,17,1226,150,6,10435346
2013,112387,Petrol,Manual,Second Owner,12,2115,46,4,10564773
2017,32563,CNG,Automatic,First Owner,23,1310,68,5,10466468
2015,166760,Petrol,Automatic,Second Owner,21,1240,171,4,10304680
2010,170202,Diesel,Manual,Third Owner,20,2569,171,6,10618661
2005,5925,Petrol,Manual,Second Owner,11,2455,127,4,10910667
2011,56595,Petrol,Manual,Third Owner,10,1721,188,6,10620679
2016,135249,Petrol,Automatic,Second Owner,22,2826,166,7,10841734
2021,21321,Petrol,Automatic,Third Owner,23,1913,195,6,10817150
2008,146841,CNG,Automatic,First Owner,19,1589,47,5,10273866
2007,172820,CNG,Automatic,Third Owner,11,1195,81,4,10170759
2005,176100,CNG,Automatic,Second Owner,11,1627,184,7,10385219
2022,21151,CNG,Manual,Second Owner,22,1364,176,6,10622066
2019,81133,Diesel,Automatic,Third Owner,13,1591,123,7,10504987
2012,39187,Diesel,Manual,First Owner,20,1302,108,5,10467260
2005,48835,CNG,Manual,Second Owner,10,1580,138,7,10504472
2018,5059,CNG,Automatic,Second Owner,24,1133,80,7,10504095
2008,32235,CNG,Automatic,Third Owner,10,1290,196,6,10550205
2009,99208,Petrol,Manual,Third Owner,15,2430,93,5,10670786
2017,72114,Diesel,Automatic,First Owner,14,2848,199,4,11022925
2019,181438,Diesel,Manual,Third Owner,10,2183,160,4,10579533
2010,134191,Petrol,Automatic,Second Owner,15,2970,82,4,10740338
2005,117831,Petrol,Manual,Third Owner,23,1351,108,4,10278616
2017,126889,Petrol,Automatic,First Owner,17,2042,154,4,10606923
2010,86583,Diesel,Automatic,First Owner,22,2239,139,7,10661594
2019,37160,Petrol,Automatic,Second Owner,14,2009,55,4,10718375
2020,104011,Petrol,Manual,Third Owner,12,1135,188,7,10373303
2020,10277,Petrol,Automatic,Second Owner,12,1189,193,6,10579361
2014,137852,CNG,Manual,First Owner,22,2502,170,6,10676833
2013,182651,Petrol,Automatic,First Owner,20,2335,62,5,10412785
2013,122101,CNG,Automatic,Third Owner,21,2797,128,4,10740483
2021,65750,Diesel,Manual,Third Owner,11,2597,123,7,10893151
2021,61902,Diesel,Manual,Second Owner,18,1771,86,4,10610658
2021,121849,Diesel,Manual,First Owner,18,1025,157,7,10374033
2016,102052,CNG,Automatic,Second Owner,16,2644,74,6,10766623
2017,132894,Petrol,Automatic,Second Owner,10,828,44,5,10081025
2016,168233,Diesel,Automatic,Second Owner,10,1403,43,5,10228137
2018,180571,Petrol,Automatic,First Owner,13,1764,97,5,10307170
2014,167958,CNG,Automatic,Third Owner,21,1780,146,4,10428064
2006,144872,Diesel,Automatic,First Owner,11,1812,194,7,10455222
2008,54460,Petrol,Automatic,Second Owner,22,2458,177,4,10840012
2011,134424,Petrol,Manual,First Owner,12,1524,162,5,10444812
2019,75975,Diesel,Automatic,Second Owner,11,1488,101,4,10477037
2019,138436,Petrol,Manual,Second Owner,24,1708,161,4,10531382
2010,21568,CNG,Automatic,Third Owner,10,2111,187,4,10852565
2007,174164,Diesel,Manual,Second Owner,12,1639,71,4,10284494
2010,67679,Diesel,Manual,First Owner,16,1130,87,7,10364909
2020,70781,Diesel,Manual,Third Owner,19,1196,65,7,10399138
2006,13430,Diesel,Automatic,Third Owner,18,2644,161,5,10962134
2011,43692,CNG,Manual,Third Owner,19,1184,67,5,10386111
2015,35086,CNG,Manual,Third Owner,18,2648,104,6,10895223
2011,54671,Petrol,Manual,Third Owner,17,2401,158,7,10838476
2008,149973,CNG,Manual,First Owner,15,1062,193,4,10207455
2011,8907,Petrol,Automatic,Second Owner,10,1743,45,7,10574381
2008,33604,Petrol,Automatic,Second Owner,17,1789,89,4,10614856
2016,42869,Diesel,Automatic,Second Owner,17,1866,88,4,10627287
2009,150609,Petrol,Automatic,Second Owner,23,2585,85,6,10598150
2009,148573,Diesel,Manual,Third Owner,21,1646,129,6,10378856
2007,124261,Petrol,Automatic,Second Owner,18,1859,188,6,10517685
2015,173443,CNG,Manual,Second Owner,19,2281,135,6,10544975
2011,119639,Diesel,Automatic,Third Owner,20,2342,64,4,10615141
2021,116690,Petrol,Manual,Third Owner,21,2361,135,4,10702957
2013,172893,CNG,Manual,Third Owner,15,2186,164,7,10515903
2013,130592,CNG,Manual,Second Owner,12,1944,144,4,10553595
2014,11073,Diesel,Manual,Third Owner,15,2080,102,7,10814612
2017,197077,Diesel,Automatic,Third Owner,17,2398,122,7,10537732
2019,23101,Diesel,Automatic,First Owner,16,2782,105,6,10960143
2009,167498,Petrol,Manual,First Owner,22,1112,119,7,10179358
2007,99877,Diesel,Manual,Second Owner,17,1940,72,5,10480293
2012,12313,CNG,Automatic,Third Owner,12,2741,89,5,10916496
2014,166845,CNG,Automatic,Second Owner,17,2001,191,4,10556942
2017,164075,Diesel,Automatic,First Owner,14,2964,134,5,10822111
2007,64668,Diesel,Manual,First Owner,16,2499,190,6,10844876
2012,96956,CNG,Manual,Third Owner,22,2578,120,6,10758755
2013,120087,Petrol,Manual,Second Owner,13,973,136,7,10222613
2016,124451,CNG,Manual,First Owner,12,1548,76,4,10353180
2015,97675,CNG,Automatic,Third Owner,15,2482,139,5,10776176
2006,96634,CNG,Manual,Second Owner,18,2607,102,4,10720463
2022,178366,Diesel,Automatic,Third Owner,13,2333,102,7,10525047
2013,149654,Petrol,Manual,Third Owner,21,1091,58,6,10131441
2006,114119,Petrol,Automatic,First Owner,18,926,188,7,10298841
2006,149832,Diesel,Manual,Second Owner,12,1917,78,5,10355153
2007,76791,CNG,Automatic,First Owner,15,2750,143,6,10824989
2020,87158,Diesel,Automatic,Second Owner,21,1912,122,5,10591475
2008,172055,Diesel,Manual,Second Owner,14,980,193,4,10153044
2022,176381,Petrol,Automatic,Third Owner,18,1884,144,6,10465402
2022,34715,Petrol,Automatic,Third Owner,15,1970,99,4,10739059
2014,172487,Diesel,Automatic,Second Owner,11,2600,121,6,10653762
2015,93260,Diesel,Manual,Third Owner,13,2389,131,5,10749651
2021,187653,Petrol,Manual,First Owner,23,1935,161,5,10458765
2020,139724,Petrol,Manual,Second Owner,14,2510,163,7,10724359
2017,31297,CNG,Manual,First Owner,20,1490,136,7,10623690
2006,150100,Diesel,Automatic,Third Owner,20,1361,173,6,10337136
2006,149875,CNG,Automatic,Second Owner,18,1189,174,6,10276492
2018,11307,CNG,Manual,Third Owner,22,2853,172,6,11096363
2008,167397,CNG,Automatic,First Owner,10,1329,130,7,10263700
2021,63616,Petrol,Manual,Second Owner,21,958,175,5,10406504
2017,196555,CNG,Manual,Third Owner,18,2479,141,4,10528665
2008,167646,Petrol,Automatic,First Owner,19,1751,179,4,10429464
2007,124828,Petrol,Manual,First Owner,10,2018,140,6,10542605
2016,151004,Petrol,Automatic,Third Owner,10,1029,164,4,10299718
2012,151821,Diesel,Manual,Second Owner,13,2329,76,4,10495954
2006,13727,CNG,Manual,Third Owner,22,2525,182,4,10904825
2010,191478,Petrol,Manual,Second Owner,15,1491,56,7,10138531
2014,22332,Diesel,Automatic,First Owner,23,932,76,7,10394084
2016,146906,Diesel,Manual,First Owner,11,1748,196,4,10509169
2014,156397,Diesel,Automatic,First Owner,10,2543,42,5,10588604
2014,145285,Petrol,Manual,Third Owner,21,2480,193,5,10702750
2007,118741,Petrol,Manual,Third Owner,13,2095,143,7,10547990
2014,137475,Petrol,Automatic,Third Owner,17,1620,160,5,10427278
2013,61971,Diesel,Automatic,First Owner,15,2153,84,6,10709952
2018,190102,Petrol,Automatic,Second Owner,21,2623,173,6,10656722
2006,78042,CNG,Automatic,Third Owner,14,2260,138,5,10668442
2009,100195,Petrol,Automatic,Third Owner,10,1887,186,4,10617476
2012,143663,Petrol,Automatic,Third Owner,12,1158,52,5,10206712
2011,132144,CNG,Manual,First Owner,23,1812,96,4,10447117
2010,17996,Petrol,Automatic,Second Owner,16,2052,112,4,10713915
2015,57485,Petrol,Manual,Second Owner,24,1915,122,5,10615145
2016,52830,Petrol,Manual,Second Owner,23,800,124,6,10376827
2022,39370,Petrol,Manual,Third Owner,19,2114,51,4,10734744
2014,62572,Diesel,Automatic,Third Owner,12,2069,196,4,10751738
2018,34098,Petrol,Manual,Second Owner,14,2063,136,7,10780673
2007,197633,CNG,Manual,First Owner,24,2340,104,5,10480433
2022,7196,CNG,Manual,Second Owner,15,1647,88,7,10709384
2019,147163,Diesel,Automatic,Third Owner,18,1588,166,4,10438543
2010,54262,Petrol,Manual,Second Owner,20,2986,171,4,10975211
2014,142095,CNG,Automatic,Second Owner,12,1297,67,7,10274742
2016,25543,Diesel,Manual,Second Owner,24,2968,89,5,11052594
2011,196101,Petrol,Automatic,First Owner,15,2000,51,7,10314332
2021,107171,Diesel,Automatic,Third Owner,20,2321,122,7,10683939
2005,178409,Petrol,Manual,Third Owner,11,960,57,4,10052837
2022,176481,Diesel,Manual,Second Owner,18,1463,146,6,10380831
2019,75540,Diesel,Automatic,Third Owner,21,1766,150,6,10656294
2005,146035,CNG,Automatic,First Owner,18,1349,150,6,10279989
2009,149868,CNG,Automatic,Second Owner,16,1873,173,5,10513673
2019,45972,Diesel,Manual,First Owner,23,1546,107,7,10620767
2007,77613,Petrol,Manual,Second Owner,20,2936,115,5,10835513
2005,100384,Petrol,Manual,Second Owner,18,1692,62,6,10347888
2012,83062,Petrol,Manual,Second Owner,13,2048,195,5,10712387
2016,8261,Petrol,Manual,First Owner,19,1990,79,5,10751325
2016,22046,Petrol,Automatic,Third Owner,10,2537,137,5,10946039
2017,18397,CNG,Automatic,Third Owner,10,1453,87,6,10614148
2005,196508,Diesel,Automatic,Third Owner,11,2731,131,5,10559627
2010,95805,CNG,Automatic,Third Owner,19,1136,96,5,10310591
2012,30757,Petrol,Automatic,First Owner,23,1389,68,6,10471482
2008,151371,Diesel,Automatic,Third Owner,20,1234,129,6,10199896
2009,137974,Petrol,Manual,Third Owner,12,2071,163,5,10578021
2011,123859,Petrol,Automatic,Second Owner,23,1867,137,7,10515677
2008,47399,Diesel,Manual,First Owner,11,1286,47,5,10354498
2008,53330,Petrol,Manual,Second Owner,13,2631,132,4,10831697
2019,182380,CNG,Manual,Third Owner,17,2300,146,6,10546058
2009,139918,CNG,Manual,Second Owner,12,2956,143,7,10830133
2013,148431,CNG,Automatic,Third Owner,13,1893,183,4,10526286
2006,185448,Petrol,Automatic,Second Owner,11,2567,131,4,10530412
2011,73056,CNG,Manual,First Owner,10,1342,197,4,10557931
2021,45832,Petrol,Manual,Second Owner,23,1604,126,7,10638958
2020,156170,Petrol,Automatic,Second Owner,17,2792,132,4,10725409
2021,122095,CNG,Automatic,Second Owner,16,1482,123,6,10386245
2006,109987,CNG,Automatic,Second Owner,19,1089,120,7,10216101
2015,186034,Petrol,Manual,Third Owner,11,944,193,6,10214643
2006,93672,Petrol,Automatic,Second Owner,17,1328,78,7,10300587
2005,40885,Petrol,Automatic,First Owner,22,2941,72,6,10884489
2006,26157,Petrol,Manual,Second Owner,19,2388,117,7,10815481
2013,184444,CNG,Manual,First Owner,12,2444,70,4,10544399
2006,24674,Petrol,Automatic,Second Owner,16,2392,60,6,10748894
2019,37357,Petrol,Manual,Third Owner,10,877,167,6,10453256
2014,17578,Petrol,Manual,First Owner,21,2362,173,6,10904465
2019,133457,Petrol,Manual,First Owner,22,2254,129,5,10585810
2014,138323,Petrol,Manual,Second Owner,24,898,180,4,10260510
2021,173501,Diesel,Manual,Third Owner,23,2138,97,6,10493176
2013,182943,Diesel,Automatic,Third Owner,12,2669,71,6,10611240
2022,161571,Diesel,Automatic,First Owner,18,2012,98,7,10532498
2008,142493,CNG,Automatic,Second Owner,24,1675,142,4,10420974
2013,188276,Petrol,Automatic,Third Owner,13,1578,120,4,10253433
2020,160663,CNG,Automatic,Third Owner,10,2887,100,6,10717241
2008,197012,Petrol,Manual,Third Owner,20,1275,79,5,10112762
2020,108229,Diesel,Automatic,Second Owner,23,1937,121,6,10563866
2005,148274,Petrol,Automatic,Second Owner,15,1478,152,5,10371484
2010,128981,CNG,Manual,First Owner,10,1637,128,4,10383565
2014,155362,CNG,Automatic,Second Owner,19,1331,51,4,10165546
2020,154202,Petrol,Automatic,Third Owner,10,1029,182,5,10301000
2008,42077,CNG,Automatic,First Owner,11,2923,146,4,10939768
2017,120136,Diesel,Automatic,Second Owner,24,1791,48,7,10467304
2020,155468,Petrol,Manual,Third Owner,23,2346,187,5,10632254
2010,196920,Diesel,Manual,Third Owner,12,2192,128,7,10450806
2015,65530,Diesel,Manual,First Owner,22,2824,150,6,10989905
2007,123179,CNG,Manual,First Owner,11,881,88,6,10175242
2014,32122,Petrol,Automatic,Second Owner,17,2460,53,7,10760043
2005,34381,Diesel,Automatic,Second Owner,15,1029,172,4,10410773
2015,181507,Diesel,Automatic,First Owner,24,2421,165,7,10642788
2016,110614,Petrol,Automatic,First Owner,10,2378,87,4,10630303
2018,159339,CNG,Automatic,Third Owner,15,2733,96,7,10705074
2012,118271,Diesel,Automatic,Second Owner,10,1080,132,7,10291412
2015,198050,Petrol,Automatic,Third Owner,18,1329,99,4,10207046
2008,143160,Petrol,Manual,First Owner,23,2526,120,7,10596903
2011,102354,Diesel,Manual,First Owner,12,1022,82,5,10278311
2014,132728,Diesel,Manual,First Owner,21,2697,121,4,10717240
2008,17822,Diesel,Manual,Second Owner,10,1568,130,6,10607105
2006,186288,CNG,Manual,First Owner,10,1345,103,6,10144453
2022,172661,CNG,Manual,First Owner,11,1825,41,7,10329129
2018,193983,Petrol,Manual,Second Owner,22,2755,40,6,10551246
2020,137508,Petrol,Automatic,First Owner,15,950,157,5,10257576
2015,197926,Diesel,Automatic,Second Owner,10,2743,103,6,10615584
2014,197960,Petrol,Automatic,First Owner,16,2751,111,6,10570675
2021,116201,CNG,Automatic,Second Owner,20,2130,124,4,10608239
2018,32281,Petrol,Manual,Second Owner,21,2637,63,7,10912180
2008,93017,Petrol,Manual,Second Owner,13,1566,169,6,10527252
2006,101005,Diesel,Manual,Second Owner,16,813,98,7,10139253
2011,89403,Diesel,Manual,Third Owner,13,2201,141,4,10651341
2013,111023,CNG,Automatic,Second Owner,20,1579,95,6,10362847
2020,190024,Petrol,Automatic,Second Owner,13,2210,153,6,10506595
2020,27766,Petrol,Automatic,Second Owner,23,1898,44,4,10664044
2022,157285,Petrol,Automatic,Second Owner,13,1866,148,4,10491924
2015,98891,Diesel,Manual,First Owner,19,1230,163,6,10412330
2011,67239,CNG,Manual,First Owner,21,1594,158,5,10593489
2013,158609,Petrol,Automatic,Second Owner,19,2903,75,7,10682297
2008,138866,Petrol,Automatic,Second Owner,17,1007,111,7,10219137
2017,195276,Petrol,Automatic,Third Owner,11,2951,133,7,10665638
2008,168396,Petrol,Automatic,Second Owner,17,1269,177,5,10304961
2006,61764,CNG,Automatic,Second Owner,19,1379,124,7,10445201
2013,35858,CNG,Automatic,Second Owner,20,1049,91,4,10364143
2016,47850,CNG,Manual,First Owner,10,1402,171,4,10540650
2006,149090,Diesel,Manual,Second Owner,22,1202,50,6,10108036
2010,132171,Petrol,Automatic,Second Owner,16,2873,144,5,10824424
2009,88017,Petrol,Manual,Third Owner,16,809,190,5,10309201
2009,55790,Petrol,Manual,First Owner,15,2433,165,6,10818492
2009,86120,Petrol,Manual,Third Owner,23,2320,152,5,10731896
2008,14850,CNG,Automatic,Second Owner,13,895,69,7,10326823
2013,111759,Diesel,Manual,Third Owner,14,2331,162,6,10669026
2014,182047,Diesel,Manual,Second Owner,10,1579,127,7,10289121
2020,70696,Petrol,Manual,Second Owner,11,2511,64,7,10786062
2014,161904,CNG,Manual,First Owner,19,1414,69,6,10288766
2014,92826,Diesel,Manual,Third Owner,16,1641,113,4,10528060
2014,160958,Diesel,Manual,Second Owner,11,2661,163,6,10662241
2010,144490,Petrol,Manual,Third Owner,17,2818,178,5,10805026
2021,128152,Diesel,Automatic,First Owner,16,930,112,7,10288152
2009,12081,Petrol,Manual,Second Owner,19,2945,151,7,11105292
2010,107716,CNG,Manual,First Owner,17,2266,44,5,10594258
2019,146186,Petrol,Manual,Third Owner,13,1859,115,6,10524962
2022,23722,Diesel,Automatic,Third Owner,10,2572,181,4,11012527
2008,92508,Petrol,Manual,Third Owner,16,2338,187,5,10755759
2012,134752,Petrol,Automatic,Second Owner,10,2794,59,4,10733215
2020,22985,Petrol,Manual,Second Owner,24,2466,139,7,10909759
2007,141960,Petrol,Automatic,Second Owner,16,2043,64,6,10405695
2014,125234,Petrol,Automatic,First Owner,18,827,149,6,10265220
2006,88845,Petrol,Automatic,Third Owner,14,2361,166,7,10695584
2008,128446,Diesel,Manual,Third Owner,23,1321,108,5,10308543
2010,155371,Petrol,Automatic,Third Owner,24,1722,130,7,10364553
2015,192122,Diesel,Manual,First Owner,11,908,41,5,9998198
2018,111747,Petrol,Manual,Second Owner,20,1629,179,7,10490988
2020,27036,CNG,Manual,First Owner,23,1457,67,4,10527961
2006,34346,Petrol,Automatic,Third Owner,10,2004,83,6,10623140
2021,118507,Diesel,Manual,Third Owner,17,1009,180,4,10387488
2013,119673,Diesel,Automatic,First Owner,22,2296,124,5,10667051
2021,31691,CNG,Manual,Second Owner,13,1465,82,5,10568543
2019,110578,Petrol,Manual,Second Owner,17,1572,94,7,10427050
2011,22986,CNG,Manual,Third Owner,11,1128,175,4,10543870
2007,163918,Petrol,Manual,First Owner,22,2059,163,6,10528215
2005,54665,Petrol,Manual,Second Owner,23,2264,103,5,10655589
2008,118408,Diesel,Manual,First Owner,12,2834,156,7,10784105
2022,177473,CNG,Manual,Third Owner,12,1302,51,6,10156161
2012,78728,CNG,Automatic,Third Owner,13,1288,80,7,10348951
2010,55054,Diesel,Manual,Third Owner,18,2226,83,5,10690151
2005,174559,Diesel,Manual,Third Owner,18,2399,50,6,10452723
2012,145484,CNG,Automatic,Second Owner,14,2634,58,7,10617268
2005,86499,Diesel,Automatic,Third Owner,16,1464,164,5,10412999
2015,187545,Petrol,Automatic,Second Owner,23,1840,99,7,10375263
2019,104159,CNG,Manual,Second Owner,22,838,194,7,10342005
2015,71553,CNG,Automatic,First Owner,23,838,160,7,10385682
2014,10279,Diesel,Manual,Third Owner,18,986,194,6,10545343
2016,12712,Petrol,Automatic,Second Owner,10,1549,53,6,10576567
2005,20817,CNG,Manual,First Owner,22,1761,191,5,10736893
2011,189904,CNG,Automatic,First Owner,11,1261,103,7,10179180
2021,98616,Petrol,Manual,Third Owner,23,1468,191,6,10567605
2014,192296,Diesel,Manual,Third Owner,15,2054,169,6,10472004
2010,142696,Diesel,Manual,First Owner,12,2073,134,7,10507761
2021,165198,Diesel,Automatic,Second Owner,20,1577,51,5,10306750
2022,85667,Diesel,Automatic,Third Owner,21,2849,97,4,10898055
2009,173534,Petrol,Automatic,First Owner,20,1452,133,7,10309332
2022,194748,Petrol,Automatic,First Owner,23,981,81,5,10085867
2021,182887,CNG,Automatic,Second Owner,16,2849,40,4,10655719
2020,31093,CNG,Manual,Second Owner,14,2093,189,5,10840488
2012,116030,Petrol,Automatic,First Owner,19,1776,145,4,10540938
2017,122385,CNG,Manual,Second Owner,17,2896,111,4,10772925
2020,168597,Petrol,Manual,Third Owner,22,2245,180,5,10590712
2015,34030,Diesel,Manual,First Owner,10,2108,77,6,10698188
2010,49067,Petrol,Manual,Second Owner,23,2702,115,5,10883487
2007,141279,Petrol,Automatic,Second Owner,18,1179,91,4,10196219
2005,81433,CNG,Automatic,Second Owner,23,2655,150,7,10841262
2022,31639,Petrol,Automatic,Second Owner,20,1590,119,4,10692220
2009,138864,Diesel,Automatic,First Owner,19,1303,123,4,10247816
2017,5420,Diesel,Automatic,Second Owner,15,1583,147,5,10690869
2014,24198,CNG,Automatic,Third Owner,21,1355,199,4,10669125
2009,171680,CNG,Manual,Third Owner,14,1371,194,7,10342095
2018,182277,Petrol,Automatic,First Owner,17,2022,137,6,10444296
2021,87951,CNG,Manual,First Owner,21,908,125,7,10335168
2005,22875,Diesel,Manual,Third Owner,21,864,101,6,10345657
